Faction Name,Home System,Commodities,Starting Fleet,Starting Technologies,Breaktrough,Component_Type,Component_ID,Full_Rule_Text
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,FACTION_TECHNOLOGIES,BOMBARDMENT 3,BOMBARDMENT 3 (x3)
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,FACTION_TECHNOLOGIES,Sustain Damage,Sustain Damage
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,FACTION_TECHNOLOGIES,Other players units in this system lose the Planetary Shield ability.,Other players units in this system lose the Planetary Shield ability.
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,FACTION_TECHNOLOGIES,Magmus Reactor Ω,Magmus Reactor Ω (RR):
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,FACTION_TECHNOLOGIES,Your ships can move into supernovas.,Your ships can move into supernovas.
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,FACTION_TECHNOLOGIES,Each supernova that contains 1 or more of your units gains the PRODUCTION 5 ability as if it were 1 of your units.,Each supernova that contains 1 or more of your units gains the PRODUCTION 5 ability as if it were 1 of your units.
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,SPECIAL_UNITS,Prototype War Sun I,Prototype War Sun I:
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,SPECIAL_UNITS,Muaat War Sun,Muaat War Sun
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,SPECIAL_UNITS,Cost,Cost: 12
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,SPECIAL_UNITS,Combat,Combat: 3 (x3)
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,SPECIAL_UNITS,Move,Move: 1
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,SPECIAL_UNITS,Capacity,Capacity: 6
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,SPECIAL_UNITS,BOMBARDMENT 3,BOMBARDMENT 3 (x3)
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,SPECIAL_UNITS,Sustain Damage,Sustain Damage
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,SPECIAL_UNITS,Other players units in this system lose the Planetary Shield ability.,Other players units in this system lose the Planetary Shield ability.
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,FLAGSHIP,The Inferno,The Inferno:
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,FLAGSHIP,Cost,Cost: 8
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,FLAGSHIP,Combat,Combat: 5 (x2)
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,FLAGSHIP,Move,Move: 1
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,FLAGSHIP,Capacity,Capacity: 3
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,FLAGSHIP,Sustain Damage,Sustain Damage
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,FLAGSHIP,ACTION,ACTION: Spend 1 token from your strategy pool to place 1 cruiser in this unit's system.
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,MECH,Ember Colossus,Ember Colossus:
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,MECH,Cost,Cost: 2
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,MECH,Combat,Combat: 6
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,MECH,Sustain Damage,Sustain Damage
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,MECH,"When you use your Star Forge faction ability in this system or an adjacent system, you may place 1 infantry from your reinforcements with this unit.","When you use your Star Forge faction ability in this system or an adjacent system, you may place 1 infantry from your reinforcements with this unit."
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,AGENT,Umbat,Umbat:
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,AGENT,ACTION,ACTION: Exhaust this card to choose a player; that player may produce up to 2 units that each have a cost of 4 or less in a system that contains one of their war suns or their flagship.
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,COMMANDER,Magmus,Magmus:
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,COMMANDER,Unlock,Unlock: Produce a war sun.
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,COMMANDER,After you spend a token from your strategy pool,After you spend a token from your strategy pool:
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,COMMANDER,You may gain 1 trade good.,You may gain 1 trade good.
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,HERO,Adjudicator Ba'al,Adjudicator Ba'al:
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,HERO,Unlock,Unlock: Have 3 scored objectives.
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,HERO,Nova Seed,Nova Seed:
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,HERO,After you move a war sun into a non-home system other than Mecatol Rex,After you move a war sun into a non-home system other than Mecatol Rex:
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,HERO,"You may destroy all other players' units in that system and replace that system tile with the Muaat supernova tile. If you do, purge this card and each planet card that corresponds to the replaced system tile.","You may destroy all other players' units in that system and replace that system tile with the Muaat supernova tile. If you do, purge this card and each planet card that corresponds to the replaced system tile."
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,PROMISSORY_NOTE,Fires of the Gashlai,Fires of the Gashlai:
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,PROMISSORY_NOTE,ACTION,"ACTION: Remove 1 token from the Muaat player's fleet pool and return it to his reinforcements. Then, gain your war sun unit upgrade technology card."
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,PROMISSORY_NOTE,"Then, return this card to the Muaat Player.","Then, return this card to the Muaat Player."
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,BREAKTHROUGH,Stellar Genesis,Stellar Genesis: R<>Y
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,BREAKTHROUGH,"When you gain this card, place the Avernus planet token into a non-home system that is adjacent to a planet you control; gain control of and ready it.","When you gain this card, place the Avernus planet token into a non-home system that is adjacent to a planet you control; gain control of and ready it."
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,BREAKTHROUGH,"After you move 1 of your war suns out of or through Avernus's system and into a non-home system, you may move the Avernus token with it.","After you move 1 of your war suns out of or through Avernus's system and into a non-home system, you may move the Avernus token with it."
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,BREAKTHROUGH,Avernus planet is 2/0,Avernus planet is 2/0
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,BREAKTHROUGH,Legendary planet ability,Legendary planet ability:
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,BREAKTHROUGH,The Nucleus,The Nucleus
Embers of Muaat,Muaat: 4/1,4,"1 War Sun
2 Fighters
4 Infantry
1 Space Dock",Plasma Scoring (0),,BREAKTHROUGH,ACTION,ACTION: Exhaust this card to use the Embers of Muaat's STAR FORGE faction ability without spending a command token.
Emirates of Hacan,"Hercant: 1/1
Arretze: 2/0
Kamdorn: 0/1",6,"2 Carriers
1 Cruiser
2 Fighters
4 Infantry
1 Space Dock","Antimass Deflectors (0)
Sarween Tools (0)",,FACTION_SUMMARY,Emirates of Hacan,
Emirates of Hacan,"Hercant: 1/1
Arretze: 2/0
Kamdorn: 0/1",6,"2 Carriers
1 Cruiser
2 Fighters
4 Infantry
1 Space Dock","Antimass Deflectors (0)
Sarween Tools (0)",,FACTION_ABILITIES,Masters of Trade,Masters of Trade:
Emirates of Hacan,"Hercant: 1/1
Arretze: 2/0
Kamdorn: 0/1",6,"2 Carriers
1 Cruiser
2 Fighters
4 Infantry
1 Space Dock","Antimass Deflectors (0)
Sarween Tools (0)",,FACTION_ABILITIES,You do not have to spend a command token to resolve the secondary ability of the Trade strategy card.,You do not have to spend a command token to resolve the secondary ability of the Trade strategy card.
Emirates of Hacan,"Hercant: 1/1
Arretze: 2/0
Kamdorn: 0/1",6,"2 Carriers
1 Cruiser
2 Fighters
4 Infantry
1 Space Dock","Antimass Deflectors (0)
Sarween Tools (0)",,FACTION_ABILITIES,Guild Ships,Guild Ships:
Emirates of Hacan,"Hercant: 1/1
Arretze: 2/0
Kamdorn: 0/1",6,"2 Carriers
1 Cruiser
2 Fighters
4 Infantry
1 Space Dock","Antimass Deflectors (0)
Sarween Tools (0)",,FACTION_ABILITIES,You can negotiate transactions with players who are not your neighbor.,You can negotiate transactions with players who are not your neighbor.
Emirates of Hacan,"Hercant: 1/1
Arretze: 2/0
Kamdorn: 0/1",6,"2 Carriers
1 Cruiser
2 Fighters
4 Infantry
1 Space Dock","Antimass Deflectors (0)
Sarween Tools (0)",,FACTION_ABILITIES,Arbiters,Arbiters:
Emirates of Hacan,"Hercant: 1/1
Arretze: 2/0
Kamdorn: 0/1",6,"2 Carriers
1 Cruiser
2 Fighters
4 Infantry
1 Space Dock","Antimass Deflectors (0)
Sarween Tools (0)",,FACTION_ABILITIES,"When you are negotiating a transaction, action cards can be exchanged as part of that transaction.","When you are negotiating a transaction, action cards can be exchanged as part of that transaction."
Emirates of Hacan,"Hercant: 1/1
Arretze: 2/0
Kamdorn: 0/1",6,"2 Carriers
1 Cruiser
2 Fighters
4 Infantry
1 Space Dock","Antimass Deflectors (0)
Sarween Tools (0)",,PROMISSORY_NOTE,Trade Convoys,Trade Convoys
Emirates of Hacan,"Hercant: 1/1
Arretze: 2/0
Kamdorn: 0/1",6,"2 Carriers
1 Cruiser
2 Fighters
4 Infantry
1 Space Dock","Antimass Deflectors (0)
Sarween Tools (0)",,PROMISSORY_NOTE,ACTION,ACTION: Place this card faceup in your play area.
Emirates of Hacan,"Hercant: 1/1
Arretze: 2/0
Kamdorn: 0/1",6,"2 Carriers
1 Cruiser
2 Fighters
4 Infantry
1 Space Dock","Antimass Deflectors (0)
Sarween Tools (0)",,PROMISSORY_NOTE,"While this card is in your play area, you may negotiate transactions with players who are not your neighbor.","While this card is in your play area, you may negotiate transactions with players who are not your neighbor."
Emirates of Hacan,"Hercant: 1/1
Arretze: 2/0
Kamdorn: 0/1",6,"2 Carriers
1 Cruiser
2 Fighters
4 Infantry
1 Space Dock","Antimass Deflectors (0)
Sarween Tools (0)",,PROMISSORY_NOTE,"If you activate a system that contains 1 or more of the Hacan player's units, return this card to the Hacan player.","If you activate a system that contains 1 or more of the Hacan player's units, return this card to the Hacan player."
Empyrean,The Dark: 3/4 (Nebula),4,"2 Carriers
1 Destroyer
2 Fighters
4 Infantry
1 Space Dock",Dark Energy Tap (0),,FACTION_SUMMARY,Empyrean,
Empyrean,The Dark: 3/4 (Nebula),4,"2 Carriers
1 Destroyer
2 Fighters
4 Infantry
1 Space Dock",Dark Energy Tap (0),,FACTION_ABILITIES,Voidborn,Voidborn:
Empyrean,The Dark: 3/4 (Nebula),4,"2 Carriers
1 Destroyer
2 Fighters
4 Infantry
1 Space Dock",Dark Energy Tap (0),,FACTION_ABILITIES,Nebulae do not affect your ships' movement.,Nebulae do not affect your ships' movement.
Empyrean,The Dark: 3/4 (Nebula),4,"2 Carriers
1 Destroyer
2 Fighters
4 Infantry
1 Space Dock",Dark Energy Tap (0),,FACTION_ABILITIES,Aetherpassage,Aetherpassage:
Empyrean,The Dark: 3/4 (Nebula),4,"2 Carriers
1 Destroyer
2 Fighters
4 Infantry
1 Space Dock",Dark Energy Tap (0),,FACTION_ABILITIES,"After a player activates a system, you may allow that player to move their ships through system that contain your ships.","After a player activates a system, you may allow that player to move their ships through system that contain your ships."
Empyrean,The Dark: 3/4 (Nebula),4,"2 Carriers
1 Destroyer
2 Fighters
4 Infantry
1 Space Dock",Dark Energy Tap (0),,FACTION_ABILITIES,Dark Whispers,Dark Whispers:
Empyrean,The Dark: 3/4 (Nebula),4,"2 Carriers
1 Destroyer
2 Fighters
4 Infantry
1 Space Dock",Dark Energy Tap (0),,FACTION_ABILITIES,"During setup, take the additional Empyrean faction promissory note; you have 2 faction promissory notes.","During setup, take the additional Empyrean faction promissory note; you have 2 faction promissory notes."
Empyrean,The Dark: 3/4 (Nebula),4,"2 Carriers
1 Destroyer
2 Fighters
4 Infantry
1 Space Dock",Dark Energy Tap (0),,PROMISSORY_NOTE,Blood Pact,Blood Pact:
Empyrean,The Dark: 3/4 (Nebula),4,"2 Carriers
1 Destroyer
2 Fighters
4 Infantry
1 Space Dock",Dark Energy Tap (0),,PROMISSORY_NOTE,ACTION,ACTION: Place this card faceup in your play area.
Empyrean,The Dark: 3/4 (Nebula),4,"2 Carriers
1 Destroyer
2 Fighters
4 Infantry
1 Space Dock",Dark Energy Tap (0),,PROMISSORY_NOTE,"When you and the Empyrean player cast votes for the same outcome, cast 4 additional votes for that outcome.","When you and the Empyrean player cast votes for the same outcome, cast 4 additional votes for that outcome."
Empyrean,The Dark: 3/4 (Nebula),4,"2 Carriers
1 Destroyer
2 Fighters
4 Infantry
1 Space Dock",Dark Energy Tap (0),,PROMISSORY_NOTE,"If you activate a system that contains 1 or more of the Empyrean player's units, return this card to the Empyrean player.","If you activate a system that contains 1 or more of the Empyrean player's units, return this card to the Empyrean player."
Empyrean,The Dark: 3/4 (Nebula),4,"2 Carriers
1 Destroyer
2 Fighters
4 Infantry
1 Space Dock",Dark Energy Tap (0),,PROMISSORY_NOTE,Dark Pact,Dark Pact:
Empyrean,The Dark: 3/4 (Nebula),4,"2 Carriers
1 Destroyer
2 Fighters
4 Infantry
1 Space Dock",Dark Energy Tap (0),,PROMISSORY_NOTE,ACTION,ACTION: Place this card faceup in your play area.
Empyrean,The Dark: 3/4 (Nebula),4,"2 Carriers
1 Destroyer
2 Fighters
4 Infantry
1 Space Dock",Dark Energy Tap (0),,PROMISSORY_NOTE,"When you give a number of commodities to the Empyrean player equal to your maximum commodity value, you each gain 1 trade good.","When you give a number of commodities to the Empyrean player equal to your maximum commodity value, you each gain 1 trade good."
Empyrean,The Dark: 3/4 (Nebula),4,"2 Carriers
1 Destroyer
2 Fighters
4 Infantry
1 Space Dock",Dark Energy Tap (0),,PROMISSORY_NOTE,"If you activate a system that contains 1 or more of the Empyrean player's units, return this card to the Empyrean player.","If you activate a system that contains 1 or more of the Empyrean player's units, return this card to the Empyrean player."
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_SUMMARY,Federation of Sol,
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_ABILITIES,Critical Drop,Critical Drop:
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_ABILITIES,ACTION,ACTION: Spend 1 token from your strategy pool to place 2 infantry from your reinforcements on 1 planet you control.
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_ABILITIES,Versatile,Versatile:
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_ABILITIES,"When you gain command tokens during the status phase, gain 1 additional command token.","When you gain command tokens during the status phase, gain 1 additional command token."
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_TECHNOLOGIES,Advanced Carrier II,Advanced Carrier II (BB):
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_TECHNOLOGIES,Sol Carrier,Sol Carrier
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_TECHNOLOGIES,Cost,Cost: 3
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_TECHNOLOGIES,Combat,Combat: 9
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_TECHNOLOGIES,Move,Move: 2
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_TECHNOLOGIES,Capacity,Capacity: 8
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_TECHNOLOGIES,Sustain Damage,Sustain Damage
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_TECHNOLOGIES,Spec Ops II,Spec Ops II (GG):
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_TECHNOLOGIES,Sol Infantry,Sol Infantry
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_TECHNOLOGIES,Cost,Cost: 1 (x2)
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_TECHNOLOGIES,Combat,Combat: 6
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FACTION_TECHNOLOGIES,"After this unit is destroyed, roll 1 die. If the result is 5 or greater, place the unit on this card. At the start of your next turn, place each unit that is on this card on a planet you control in your home system.","After this unit is destroyed, roll 1 die. If the result is 5 or greater, place the unit on this card. At the start of your next turn, place each unit that is on this card on a planet you control in your home system."
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,SPECIAL_UNITS,Advanced Carrier I,Advanced Carrier I:
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,SPECIAL_UNITS,Sol Carrier,Sol Carrier
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,SPECIAL_UNITS,Cost,Cost: 3
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,SPECIAL_UNITS,Combat,Combat: 9
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,SPECIAL_UNITS,Move,Move: 1
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,SPECIAL_UNITS,Capacity,Capacity: 6
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,SPECIAL_UNITS,Spec Ops I,Spec Ops I:
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,SPECIAL_UNITS,Sol Infantry,Sol Infantry
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,SPECIAL_UNITS,Cost,Cost: 1 (x2)
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,SPECIAL_UNITS,Combat,Combat: 7
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FLAGSHIP,Genesis,Genesis:
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FLAGSHIP,Cost,Cost: 8
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FLAGSHIP,Combat,Combat: 5 (x2)
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FLAGSHIP,Move,Move: 1
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FLAGSHIP,Capacity,Capacity: 12
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FLAGSHIP,Sustain Damage,Sustain Damage
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,FLAGSHIP,"At the end of the status phase, place 1 infantry from your reinforcements in this system's space area.","At the end of the status phase, place 1 infantry from your reinforcements in this system's space area."
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,MECH,ZS Thunderbolt M2,ZS Thunderbolt M2:
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,MECH,Cost,Cost: 2
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,MECH,Combat,Combat: 6
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,MECH,Sustain Damage,Sustain Damage
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,MECH,DEPLOY,"DEPLOY: After you use your Orbital Drop faction ability, you may spend 3 resources to place 1 mech on that planet."
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,AGENT,Evelyn DeLouis,Evelyn DeLouis:
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,AGENT,At the start of a ground combat round,At the start of a ground combat round:
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,AGENT,You may exhaust this card to choose 1 ground force in the active system; that ground force rolls 1 additional die during this combat round.,You may exhaust this card to choose 1 ground force in the active system; that ground force rolls 1 additional die during this combat round.
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,COMMANDER,Claire Gibson,Claire Gibson:
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,COMMANDER,Unlock,Unlock: Control planets that have a combined total of at least 12 resources.
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,COMMANDER,At the start of a ground combat on a planet you control,At the start of a ground combat on a planet you control:
Federation of Sol,Jord: 4/2,4,"2 Carriers
1 Destroyer
3 Fighters
5 Infantry
1 Space Dock","Neural Motivator (0)
Antimass Deflector (0)",,COMMANDER,You may place 1 infantry from your reinforcements on that planet.,You may place 1 infantry from your reinforcements on that planet.
