Faction_Name,Component_Type,Component_ID,FACTION_NAME,HOME_SYSTEM,COMMODITIES,STARTING_TECHNOLOGIES,BREAKTROUGH,Full_Rule_Text
Embers of Muaat,FLAGSHIP,Capacity,,,,,,Capacity: 3
Embers of Muaat,FLAGSHIP,Sustain Damage,,,,,,Sustain Damage
Embers of Muaat,FLAGSHIP,ACTION,,,,,,ACTION: Spend 1 token from your strategy pool to place 1 cruiser in this unit's system.
Embers of Muaat,MECH,Ember Colossus,,,,,,Ember Colossus:
Embers of Muaat,MECH,Cost,,,,,,Cost: 2
Embers of Muaat,MECH,Combat,,,,,,Combat: 6
Embers of Muaat,MECH,Sustain Damage,,,,,,Sustain Damage
Embers of Muaat,MECH,"When you use your Star Forge faction ability in this system or an adjacent system, you may place 1 infantry from your reinforcements with this unit.",,,,,,"When you use your Star Forge faction ability in this system or an adjacent system, you may place 1 infantry from your reinforcements with this unit."
Embers of Muaat,AGENT,Umbat,,,,,,Umbat:
Embers of Muaat,AGENT,ACTION,,,,,,ACTION: Exhaust this card to choose a player; that player may produce up to 2 units that each have a cost of 4 or less in a system that contains one of their war suns or their flagship.
Embers of Muaat,COMMANDER,Magmus,,,,,,Magmus:
Embers of Muaat,COMMANDER,Unlock,,,,,,Unlock: Produce a war sun.
Embers of Muaat,COMMANDER,After you spend a token from your strategy pool,,,,,,After you spend a token from your strategy pool:
Embers of Muaat,COMMANDER,You may gain 1 trade good.,,,,,,You may gain 1 trade good.
Embers of Muaat,HERO,Adjudicator Ba'al,,,,,,Adjudicator Ba'al:
Embers of Muaat,HERO,Unlock,,,,,,Unlock: Have 3 scored objectives.
Embers of Muaat,HERO,Nova Seed,,,,,,Nova Seed:
Embers of Muaat,HERO,After you move a war sun into a non-home system other than Mecatol Rex,,,,,,After you move a war sun into a non-home system other than Mecatol Rex:
Embers of Muaat,HERO,"You may destroy all other players' units in that system and replace that system tile with the Muaat supernova tile. If you do, purge this card and each planet card that corresponds to the replaced system tile.",,,,,,"You may destroy all other players' units in that system and replace that system tile with the Muaat supernova tile. If you do, purge this card and each planet card that corresponds to the replaced system tile."
Embers of Muaat,PROMISSORY_NOTE,Fires of the Gashlai,,,,,,Fires of the Gashlai:
Embers of Muaat,PROMISSORY_NOTE,ACTION,,,,,,"ACTION: Remove 1 token from the Muaat player's fleet pool and return it to his reinforcements. Then, gain your war sun unit upgrade technology card."
Embers of Muaat,PROMISSORY_NOTE,"Then, return this card to the Muaat Player.",,,,,,"Then, return this card to the Muaat Player."
Embers of Muaat,BREAKTHROUGH,Stellar Genesis,,,,,,Stellar Genesis: R<>Y
Embers of Muaat,BREAKTHROUGH,"When you gain this card, place the Avernus planet token into a non-home system that is adjacent to a planet you control; gain control of and ready it.",,,,,,"When you gain this card, place the Avernus planet token into a non-home system that is adjacent to a planet you control; gain control of and ready it."
Embers of Muaat,BREAKTHROUGH,"After you move 1 of your war suns out of or through Avernus's system and into a non-home system, you may move the Avernus token with it.",,,,,,"After you move 1 of your war suns out of or through Avernus's system and into a non-home system, you may move the Avernus token with it."
Embers of Muaat,BREAKTHROUGH,Avernus planet is 2/0,,,,,,Avernus planet is 2/0
Embers of Muaat,BREAKTHROUGH,Legendary planet ability,,,,,,Legendary planet ability:
Embers of Muaat,BREAKTHROUGH,The Nucleus,,,,,,The Nucleus
Embers of Muaat,BREAKTHROUGH,ACTION,,,,,,ACTION: Exhaust this card to use the Embers of Muaat's STAR FORGE faction ability without spending a command token.
Embers of Muaat,STARTING_FLEET,1 War Sun,,,,,,1 War Sun
Embers of Muaat,STARTING_FLEET,2 Fighters,,,,,,2 Fighters
Embers of Muaat,STARTING_FLEET,4 Infantry,,,,,,4 Infantry
Embers of Muaat,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Emirates of Hacan,FACTION_SUMMARY,Emirates of Hacan,Emirates of Hacan,"Hercant: 1/1
Arretze: 2/0
Kamdorn: 0/1",6,"Antimass Deflectors (0)
Sarween Tools (0)",,
Emirates of Hacan,FACTION_ABILITIES,Masters of Trade,,,,,,Masters of Trade:
Emirates of Hacan,FACTION_ABILITIES,You do not have to spend a command token to resolve the secondary ability of the Trade strategy card.,,,,,,You do not have to spend a command token to resolve the secondary ability of the Trade strategy card.
Emirates of Hacan,FACTION_ABILITIES,Guild Ships,,,,,,Guild Ships:
Emirates of Hacan,FACTION_ABILITIES,You can negotiate transactions with players who are not your neighbor.,,,,,,You can negotiate transactions with players who are not your neighbor.
Emirates of Hacan,FACTION_ABILITIES,Arbiters,,,,,,Arbiters:
Emirates of Hacan,FACTION_ABILITIES,"When you are negotiating a transaction, action cards can be exchanged as part of that transaction.",,,,,,"When you are negotiating a transaction, action cards can be exchanged as part of that transaction."
Emirates of Hacan,PROMISSORY_NOTE,Trade Convoys,,,,,,Trade Convoys
Emirates of Hacan,PROMISSORY_NOTE,ACTION,,,,,,ACTION: Place this card faceup in your play area.
Emirates of Hacan,PROMISSORY_NOTE,"While this card is in your play area, you may negotiate transactions with players who are not your neighbor.",,,,,,"While this card is in your play area, you may negotiate transactions with players who are not your neighbor."
Emirates of Hacan,PROMISSORY_NOTE,"If you activate a system that contains 1 or more of the Hacan player's units, return this card to the Hacan player.",,,,,,"If you activate a system that contains 1 or more of the Hacan player's units, return this card to the Hacan player."
Emirates of Hacan,STARTING_FLEET,2 Carriers,,,,,,2 Carriers
Emirates of Hacan,STARTING_FLEET,1 Cruiser,,,,,,1 Cruiser
Emirates of Hacan,STARTING_FLEET,2 Fighters,,,,,,2 Fighters
Emirates of Hacan,STARTING_FLEET,4 Infantry,,,,,,4 Infantry
Emirates of Hacan,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Empyrean,FACTION_SUMMARY,Empyrean,Empyrean,The Dark: 3/4 (Nebula),4,Dark Energy Tap (0),,
Empyrean,FACTION_ABILITIES,Voidborn,,,,,,Voidborn:
Empyrean,FACTION_ABILITIES,Nebulae do not affect your ships' movement.,,,,,,Nebulae do not affect your ships' movement.
Empyrean,FACTION_ABILITIES,Aetherpassage,,,,,,Aetherpassage:
Empyrean,FACTION_ABILITIES,"After a player activates a system, you may allow that player to move their ships through system that contain your ships.",,,,,,"After a player activates a system, you may allow that player to move their ships through system that contain your ships."
Empyrean,FACTION_ABILITIES,Dark Whispers,,,,,,Dark Whispers:
Empyrean,FACTION_ABILITIES,"During setup, take the additional Empyrean faction promissory note; you have 2 faction promissory notes.",,,,,,"During setup, take the additional Empyrean faction promissory note; you have 2 faction promissory notes."
Empyrean,PROMISSORY_NOTE,Blood Pact,,,,,,Blood Pact:
Empyrean,PROMISSORY_NOTE,ACTION,,,,,,ACTION: Place this card faceup in your play area.
Empyrean,PROMISSORY_NOTE,"When you and the Empyrean player cast votes for the same outcome, cast 4 additional votes for that outcome.",,,,,,"When you and the Empyrean player cast votes for the same outcome, cast 4 additional votes for that outcome."
Empyrean,PROMISSORY_NOTE,"If you activate a system that contains 1 or more of the Empyrean player's units, return this card to the Empyrean player.",,,,,,"If you activate a system that contains 1 or more of the Empyrean player's units, return this card to the Empyrean player."
Empyrean,PROMISSORY_NOTE,Dark Pact,,,,,,Dark Pact:
Empyrean,PROMISSORY_NOTE,ACTION,,,,,,ACTION: Place this card faceup in your play area.
Empyrean,PROMISSORY_NOTE,"When you give a number of commodities to the Empyrean player equal to your maximum commodity value, you each gain 1 trade good.",,,,,,"When you give a number of commodities to the Empyrean player equal to your maximum commodity value, you each gain 1 trade good."
Empyrean,PROMISSORY_NOTE,"If you activate a system that contains 1 or more of the Empyrean player's units, return this card to the Empyrean player.",,,,,,"If you activate a system that contains 1 or more of the Empyrean player's units, return this card to the Empyrean player."
Empyrean,STARTING_FLEET,2 Carriers,,,,,,2 Carriers
Empyrean,STARTING_FLEET,1 Destroyer,,,,,,1 Destroyer
Empyrean,STARTING_FLEET,2 Fighters,,,,,,2 Fighters
Empyrean,STARTING_FLEET,4 Infantry,,,,,,4 Infantry
Empyrean,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Federation of Sol,FACTION_SUMMARY,Federation of Sol,Federation of Sol,Jord: 4/2,4,"Neural Motivator (0)
Antimass Deflector (0)",,
Federation of Sol,FACTION_ABILITIES,Critical Drop,,,,,,Critical Drop:
Federation of Sol,FACTION_ABILITIES,ACTION,,,,,,ACTION: Spend 1 token from your strategy pool to place 2 infantry from your reinforcements on 1 planet you control.
Federation of Sol,FACTION_ABILITIES,Versatile,,,,,,Versatile:
Federation of Sol,FACTION_ABILITIES,"When you gain command tokens during the status phase, gain 1 additional command token.",,,,,,"When you gain command tokens during the status phase, gain 1 additional command token."
Federation of Sol,FACTION_TECHNOLOGIES,Advanced Carrier II,,,,,,Advanced Carrier II (BB):
Federation of Sol,FACTION_TECHNOLOGIES,Sol Carrier,,,,,,Sol Carrier
Federation of Sol,FACTION_TECHNOLOGIES,Cost,,,,,,Cost: 3
Federation of Sol,FACTION_TECHNOLOGIES,Combat,,,,,,Combat: 9
Federation of Sol,FACTION_TECHNOLOGIES,Move,,,,,,Move: 2
Federation of Sol,FACTION_TECHNOLOGIES,Capacity,,,,,,Capacity: 8
Federation of Sol,FACTION_TECHNOLOGIES,Sustain Damage,,,,,,Sustain Damage
Federation of Sol,FACTION_TECHNOLOGIES,Spec Ops II,,,,,,Spec Ops II (GG):
Federation of Sol,FACTION_TECHNOLOGIES,Sol Infantry,,,,,,Sol Infantry
Federation of Sol,FACTION_TECHNOLOGIES,Cost,,,,,,Cost: 1 (x2)
Federation of Sol,FACTION_TECHNOLOGIES,Combat,,,,,,Combat: 6
Federation of Sol,FACTION_TECHNOLOGIES,"After this unit is destroyed, roll 1 die. If the result is 5 or greater, place the unit on this card. At the start of your next turn, place each unit that is on this card on a planet you control in your home system.",,,,,,"After this unit is destroyed, roll 1 die. If the result is 5 or greater, place the unit on this card. At the start of your next turn, place each unit that is on this card on a planet you control in your home system."
Federation of Sol,SPECIAL_UNITS,Advanced Carrier I,,,,,,Advanced Carrier I:
Federation of Sol,SPECIAL_UNITS,Sol Carrier,,,,,,Sol Carrier
Federation of Sol,SPECIAL_UNITS,Cost,,,,,,Cost: 3
Federation of Sol,SPECIAL_UNITS,Combat,,,,,,Combat: 9
Federation of Sol,SPECIAL_UNITS,Move,,,,,,Move: 1
Federation of Sol,SPECIAL_UNITS,Capacity,,,,,,Capacity: 6
Federation of Sol,SPECIAL_UNITS,Spec Ops I,,,,,,Spec Ops I:
Federation of Sol,SPECIAL_UNITS,Sol Infantry,,,,,,Sol Infantry
Federation of Sol,SPECIAL_UNITS,Cost,,,,,,Cost: 1 (x2)
Federation of Sol,SPECIAL_UNITS,Combat,,,,,,Combat: 7
Federation of Sol,FLAGSHIP,Genesis,,,,,,Genesis:
Federation of Sol,FLAGSHIP,Cost,,,,,,Cost: 8
Federation of Sol,FLAGSHIP,Combat,,,,,,Combat: 5 (x2)
Federation of Sol,FLAGSHIP,Move,,,,,,Move: 1
Federation of Sol,FLAGSHIP,Capacity,,,,,,Capacity: 12
Federation of Sol,FLAGSHIP,Sustain Damage,,,,,,Sustain Damage
Federation of Sol,FLAGSHIP,"At the end of the status phase, place 1 infantry from your reinforcements in this system's space area.",,,,,,"At the end of the status phase, place 1 infantry from your reinforcements in this system's space area."
Federation of Sol,MECH,ZS Thunderbolt M2,,,,,,ZS Thunderbolt M2:
Federation of Sol,MECH,Cost,,,,,,Cost: 2
Federation of Sol,MECH,Combat,,,,,,Combat: 6
Federation of Sol,MECH,Sustain Damage,,,,,,Sustain Damage
Federation of Sol,MECH,DEPLOY,,,,,,"DEPLOY: After you use your Orbital Drop faction ability, you may spend 3 resources to place 1 mech on that planet."
Federation of Sol,AGENT,Evelyn DeLouis,,,,,,Evelyn DeLouis:
Federation of Sol,AGENT,At the start of a ground combat round,,,,,,At the start of a ground combat round:
Federation of Sol,AGENT,You may exhaust this card to choose 1 ground force in the active system; that ground force rolls 1 additional die during this combat round.,,,,,,You may exhaust this card to choose 1 ground force in the active system; that ground force rolls 1 additional die during this combat round.
Federation of Sol,COMMANDER,Claire Gibson,,,,,,Claire Gibson:
Federation of Sol,COMMANDER,Unlock,,,,,,Unlock: Control planets that have a combined total of at least 12 resources.
Federation of Sol,COMMANDER,At the start of a ground combat on a planet you control,,,,,,At the start of a ground combat on a planet you control:
Federation of Sol,COMMANDER,You may place 1 infantry from your reinforcements on that planet.,,,,,,You may place 1 infantry from your reinforcements on that planet.
Federation of Sol,HERO,"Jace X, 4th Air Legion",,,,,,"Jace X, 4th Air Legion:"
Federation of Sol,HERO,Unlock,,,,,,Unlock: Have 3 scored objectives.
Federation of Sol,HERO,Helio Command Array,,,,,,Helio Command Array:
Federation of Sol,HERO,ACTION,,,,,,"ACTION: Remove each of your command tokens from the game board and return them to your reinforcements. Then, purge this card."
Federation of Sol,PROMISSORY_NOTE,Military Support,,,,,,Military Support:
Federation of Sol,PROMISSORY_NOTE,At the start of the Sol player's turn,,,,,,At the start of the Sol player's turn:
Federation of Sol,PROMISSORY_NOTE,"Remove 1 token from the Sol player's strategy pool, if able, and return it to his reinforcements. Then, you may place 2 infantry from your reinforcements on any planet you control.",,,,,,"Remove 1 token from the Sol player's strategy pool, if able, and return it to his reinforcements. Then, you may place 2 infantry from your reinforcements on any planet you control."
Federation of Sol,PROMISSORY_NOTE,"Then, return this card to the Sol player.",,,,,,"Then, return this card to the Sol player."
Federation of Sol,BREAKTHROUGH,Bellum Gloriosum,,,,,,Bellum Gloriosum: Y<>G
Federation of Sol,BREAKTHROUGH,"When you produce a ship that has capacity, you may also produce any combination of ground forces or fighters up to that ship's capacity; they do not count against your PRODUCTION limit.",,,,,,"When you produce a ship that has capacity, you may also produce any combination of ground forces or fighters up to that ship's capacity; they do not count against your PRODUCTION limit."
Federation of Sol,STARTING_FLEET,2 Carriers,,,,,,2 Carriers
Federation of Sol,STARTING_FLEET,1 Destroyer,,,,,,1 Destroyer
Federation of Sol,STARTING_FLEET,3 Fighters,,,,,,3 Fighters
Federation of Sol,STARTING_FLEET,5 Infantry,,,,,,5 Infantry
Federation of Sol,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Ghosts of Creuss,FACTION_SUMMARY,Ghosts of Creuss,Ghosts of Creuss,"Creuss: 4/2
Delta Wormhole",4,Gravity Drive (B),,
Ghosts of Creuss,FACTION_ABILITIES,Quantum Entanglement,,,,,,Quantum Entanglement:
Ghosts of Creuss,FACTION_ABILITIES,You treat all systems that contain either an alpha or a beta wormhole as adjacent to each other. Game effects cannot prevent you from using this ability.,,,,,,You treat all systems that contain either an alpha or a beta wormhole as adjacent to each other. Game effects cannot prevent you from using this ability.
Ghosts of Creuss,FACTION_ABILITIES,Slipstream,,,,,,Slipstream:
Ghosts of Creuss,FACTION_ABILITIES,"During your tactical actions, apply +1 to the move value of each of your ships that starts its movement in your home system or in a system that contains either an alpha or beta wormhole.",,,,,,"During your tactical actions, apply +1 to the move value of each of your ships that starts its movement in your home system or in a system that contains either an alpha or beta wormhole."
Ghosts of Creuss,FACTION_ABILITIES,Creuss Gate,,,,,,Creuss Gate:
Ghosts of Creuss,FACTION_ABILITIES,"When you create the game board, place the Creuss Gate",,,,,,"When you create the game board, place the Creuss Gate (tile 17) where your home system would normally be placed. The Creuss Gate system is not a home system. Then place your home system (tile 51) in your play area."
Ghosts of Creuss,PROMISSORY_NOTE,Creuss Iff,,,,,,Creuss Iff:
Ghosts of Creuss,PROMISSORY_NOTE,At the start of your turn during the action phase,,,,,,At the start of your turn during the action phase:
Ghosts of Creuss,PROMISSORY_NOTE,Place or move a Creuss wormhole token into either a system that contains a planet you control or a non-home system that does not contain another player's ships.,,,,,,Place or move a Creuss wormhole token into either a system that contains a planet you control or a non-home system that does not contain another player's ships.
Ghosts of Creuss,PROMISSORY_NOTE,"Then, return this card to the Creuss player.",,,,,,"Then, return this card to the Creuss player."
Ghosts of Creuss,STARTING_FLEET,1 Carrier,,,,,,1 Carrier
Ghosts of Creuss,STARTING_FLEET,2 Destroyers,,,,,,2 Destroyers
Ghosts of Creuss,STARTING_FLEET,2 Fighters,,,,,,2 Fighters
Ghosts of Creuss,STARTING_FLEET,4 Infantry,,,,,,4 Infantry
Ghosts of Creuss,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
L1Z1X Mindnet,FACTION_SUMMARY,L1Z1X Mindnet,L1Z1X Mindnet,[0.0.0]: 5/0,2,"Neural Motivator (0)
Plasma Scoring (0)",,
L1Z1X Mindnet,FACTION_ABILITIES,Assimilate,,,,,,Assimilate:
L1Z1X Mindnet,FACTION_ABILITIES,"When you gain control of a planet, replace each PDS and space dock that is on that planet with a matching unit from your reinforcements.",,,,,,"When you gain control of a planet, replace each PDS and space dock that is on that planet with a matching unit from your reinforcements."
L1Z1X Mindnet,FACTION_ABILITIES,Harrow,,,,,,Harrow:
L1Z1X Mindnet,FACTION_ABILITIES,"After each round of ground combat, your ships in the active system may use their BOMBARDMENT abilities against your opponent's ground forces on the planet.",,,,,,"After each round of ground combat, your ships in the active system may use their BOMBARDMENT abilities against your opponent's ground forces on the planet."
L1Z1X Mindnet,FACTION_TECHNOLOGIES,Super Dreadnought II,,,,,,Super Dreadnought II (BBY):
L1Z1X Mindnet,FACTION_TECHNOLOGIES,L1Z1X Dreadnought,,,,,,L1Z1X Dreadnought
L1Z1X Mindnet,FACTION_TECHNOLOGIES,Cost,,,,,,Cost: 4
L1Z1X Mindnet,FACTION_TECHNOLOGIES,Combat,,,,,,Combat: 4
L1Z1X Mindnet,FACTION_TECHNOLOGIES,Move,,,,,,Move: 2
L1Z1X Mindnet,FACTION_TECHNOLOGIES,Capacity,,,,,,Capacity: 2
L1Z1X Mindnet,FACTION_TECHNOLOGIES,BOMBARDMENT 4,,,,,,BOMBARDMENT 4
L1Z1X Mindnet,FACTION_TECHNOLOGIES,Sustain Damage,,,,,,Sustain Damage
L1Z1X Mindnet,FACTION_TECHNOLOGIES,This unit cannot be destroyed by Direct Hit action cards.,,,,,,This unit cannot be destroyed by Direct Hit action cards.
L1Z1X Mindnet,FACTION_TECHNOLOGIES,Inheritance Systems,,,,,,Inheritance Systems (YY):
L1Z1X Mindnet,FACTION_TECHNOLOGIES,You may exhaust this card and spend 2 resources when you research a technology; ignore all of that technology's prerequisites.,,,,,,You may exhaust this card and spend 2 resources when you research a technology; ignore all of that technology's prerequisites.
L1Z1X Mindnet,SPECIAL_UNITS,Super Dreadnought I,,,,,,Super Dreadnought I:
L1Z1X Mindnet,SPECIAL_UNITS,L1Z1X Dreadnought,,,,,,L1Z1X Dreadnought
L1Z1X Mindnet,SPECIAL_UNITS,Cost,,,,,,Cost: 4
L1Z1X Mindnet,SPECIAL_UNITS,Combat,,,,,,Combat: 5
L1Z1X Mindnet,SPECIAL_UNITS,Move,,,,,,Move: 1
L1Z1X Mindnet,SPECIAL_UNITS,Capacity,,,,,,Capacity: 2
L1Z1X Mindnet,SPECIAL_UNITS,BOMBARDMENT 5,,,,,,BOMBARDMENT 5
L1Z1X Mindnet,SPECIAL_UNITS,Sustain Damage,,,,,,Sustain Damage
L1Z1X Mindnet,FLAGSHIP,[0.0.1],,,,,,[0.0.1]:
L1Z1X Mindnet,FLAGSHIP,Cost,,,,,,Cost: 8
L1Z1X Mindnet,FLAGSHIP,Combat,,,,,,Combat: 5 (x2)
L1Z1X Mindnet,FLAGSHIP,Move,,,,,,Move: 1
L1Z1X Mindnet,FLAGSHIP,Capacity,,,,,,Capacity: 5
L1Z1X Mindnet,FLAGSHIP,Sustain Damage,,,,,,Sustain Damage
L1Z1X Mindnet,FLAGSHIP,"During a space combat, hits produced by this ship and by your dreadnoughts in this system must be assigned to non-fighter ships if able.",,,,,,"During a space combat, hits produced by this ship and by your dreadnoughts in this system must be assigned to non-fighter ships if able."
L1Z1X Mindnet,MECH,Annihilator,,,,,,Annihilator:
L1Z1X Mindnet,MECH,Cost,,,,,,Cost: 2
L1Z1X Mindnet,MECH,Combat,,,,,,Combat: 6
L1Z1X Mindnet,MECH,Sustain Damage,,,,,,Sustain Damage
L1Z1X Mindnet,MECH,BOMBARDMENT 8,,,,,,BOMBARDMENT 8
L1Z1X Mindnet,MECH,"While not participating in ground combat, this unit can use its BOMBARDMENT ability on planets in its system as if it were a ship.",,,,,,"While not participating in ground combat, this unit can use its BOMBARDMENT ability on planets in its system as if it were a ship."
L1Z1X Mindnet,AGENT,I48S,,,,,,I48S:
L1Z1X Mindnet,AGENT,After a player activates a system,,,,,,After a player activates a system:
L1Z1X Mindnet,AGENT,You may exhaust this card to allow that player to replace 1 of their infantry in the active system with 1 mech from their reinforcements.,,,,,,You may exhaust this card to allow that player to replace 1 of their infantry in the active system with 1 mech from their reinforcements.
L1Z1X Mindnet,COMMANDER,2RAM,,,,,,2RAM:
L1Z1X Mindnet,COMMANDER,Unlock,,,,,,Unlock: Have 4 dreadnoughts on the game board.
L1Z1X Mindnet,COMMANDER,Units that have Planetary Shield do not prevent you from using BOMBARDMENT.,,,,,,Units that have Planetary Shield do not prevent you from using BOMBARDMENT.
L1Z1X Mindnet,HERO,The Helmsman,,,,,,The Helmsman:
L1Z1X Mindnet,HERO,Unlock,,,,,,Unlock: Have 3 scored objectives.
L1Z1X Mindnet,HERO,Dark Space Navigation,,,,,,Dark Space Navigation:
L1Z1X Mindnet,HERO,ACTION,,,,,,"ACTION: Choose 1 system that does not contain other players' ships; you may move your flagship and any number of your dreadnoughts from other systems into the chosen system. Then, purge this card."
L1Z1X Mindnet,PROMISSORY_NOTE,Cybernetic Enhancements Ω,,,,,,Cybernetic Enhancements Ω:
L1Z1X Mindnet,PROMISSORY_NOTE,When you gain command tokens during the status phase,,,,,,When you gain command tokens during the status phase:
L1Z1X Mindnet,PROMISSORY_NOTE,Gain 1 additional command token.,,,,,,Gain 1 additional command token.
L1Z1X Mindnet,PROMISSORY_NOTE,"Then, return this card to the L1Z1X player.",,,,,,"Then, return this card to the L1Z1X player."
L1Z1X Mindnet,BREAKTHROUGH,Fealty Uplink,,,,,,Fealty Uplink: R<>G
L1Z1X Mindnet,BREAKTHROUGH,"When you gain control of a planet, place infantry from your reinforcements equal to that planet's influence value on that planet",,,,,,"When you gain control of a planet, place infantry from your reinforcements equal to that planet's influence value on that planet"
L1Z1X Mindnet,STARTING_FLEET,1 Dreadnought,,,,,,1 Dreadnought
L1Z1X Mindnet,STARTING_FLEET,1 Carrier,,,,,,1 Carrier
L1Z1X Mindnet,STARTING_FLEET,3 Fighters,,,,,,3 Fighters
L1Z1X Mindnet,STARTING_FLEET,5 Infantry,,,,,,5 Infantry
L1Z1X Mindnet,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
L1Z1X Mindnet,STARTING_FLEET,1 PDS,,,,,,1 PDS
Mahact Gene-Sorcerers,FACTION_SUMMARY,Mahact Gene-Sorcerers,Mahact Gene-Sorcerers,Ixth: 3/5,3,"Bio-Stims (G)
Predictive Intelligence (Y)",,
Mahact Gene-Sorcerers,FACTION_ABILITIES,Edict,,,,,,Edict:
Mahact Gene-Sorcerers,FACTION_ABILITIES,"When you win a combat, place 1 command token from your opponent's reinforcements in your fleet pool if it does not already contain 1 of that player's tokens; other players' tokens in your fleet pool increase your fleet limit but cannot be redistributed.",,,,,,"When you win a combat, place 1 command token from your opponent's reinforcements in your fleet pool if it does not already contain 1 of that player's tokens; other players' tokens in your fleet pool increase your fleet limit but cannot be redistributed."
Mahact Gene-Sorcerers,FACTION_ABILITIES,Imperia,,,,,,Imperia:
Mahact Gene-Sorcerers,FACTION_ABILITIES,"While another player's command token is in your fleet pool, you can use the ability of that player's commander, if it's unlocked.",,,,,,"While another player's command token is in your fleet pool, you can use the ability of that player's commander, if it's unlocked."
Mahact Gene-Sorcerers,FACTION_ABILITIES,Hubris,,,,,,Hubris:
Mahact Gene-Sorcerers,FACTION_ABILITIES,"During setup, purge your Alliance promissory note. Other players cannot give you their Alliance promissory notes.",,,,,,"During setup, purge your Alliance promissory note. Other players cannot give you their Alliance promissory notes."
Mahact Gene-Sorcerers,SPECIAL_UNITS,Crimson Legionnaire I,,,,,,Crimson Legionnaire I:
Mahact Gene-Sorcerers,SPECIAL_UNITS,Mahact Infantry,,,,,,Mahact Infantry
Mahact Gene-Sorcerers,SPECIAL_UNITS,Cost,,,,,,Cost: 1 (x2)
Mahact Gene-Sorcerers,SPECIAL_UNITS,Combat,,,,,,Combat: 8
Mahact Gene-Sorcerers,SPECIAL_UNITS,"After this unit is destroyed, gain 1 commodity or convert 1 of your commodities to a trade good.",,,,,,"After this unit is destroyed, gain 1 commodity or convert 1 of your commodities to a trade good."
Mahact Gene-Sorcerers,PROMISSORY_NOTE,Scepter of Dominion,,,,,,Scepter of Dominion:
Mahact Gene-Sorcerers,PROMISSORY_NOTE,At the start of the strategy phase,,,,,,At the start of the strategy phase:
Mahact Gene-Sorcerers,PROMISSORY_NOTE,"Choose 1 non-home system that contains your units; each other player who has a token on the Mahact player's command sheet places a token from their reinforcements in that system. Then, return this card to the Mahact player.",,,,,,"Choose 1 non-home system that contains your units; each other player who has a token on the Mahact player's command sheet places a token from their reinforcements in that system. Then, return this card to the Mahact player."
Mahact Gene-Sorcerers,STARTING_FLEET,1 Dreadnought,,,,,,1 Dreadnought
Mahact Gene-Sorcerers,STARTING_FLEET,1 Carrier,,,,,,1 Carrier
Mahact Gene-Sorcerers,STARTING_FLEET,1 Cruiser,,,,,,1 Cruiser
Mahact Gene-Sorcerers,STARTING_FLEET,2 Fighters,,,,,,2 Fighters
Mahact Gene-Sorcerers,STARTING_FLEET,3 Infantry,,,,,,3 Infantry
Mahact Gene-Sorcerers,STARTING_FLEET,1 Space Dock,,,,,,1 Space Dock
Faction Technologies,FACTION_SUMMARY,Faction Technologies,Faction Technologies,,,,,
Faction Technologies,FLAGSHIP,Arvicon Rex,,,,,,Arvicon Rex:
Faction Technologies,FLAGSHIP,Cost,,,,,,Cost: 8
Faction Technologies,FLAGSHIP,Combat,,,,,,Combat: 5 (x2)
Faction Technologies,FLAGSHIP,Move,,,,,,Move: 1
Faction Technologies,FLAGSHIP,Capacity,,,,,,Capacity: 3
Faction Technologies,FLAGSHIP,Sustain Damage,,,,,,Sustain Damage
Faction Technologies,FLAGSHIP,"During combat against an opponent whose command token is not in your fleet pool, apply +2 to the results of this unit's combat rolls.",,,,,,"During combat against an opponent whose command token is not in your fleet pool, apply +2 to the results of this unit's combat rolls."
Faction Technologies,MECH,Starlancer,,,,,,Starlancer:
Faction Technologies,MECH,Cost,,,,,,Cost: 2
Faction Technologies,MECH,Combat,,,,,,Combat: 6
Faction Technologies,MECH,Sustain Damage,,,,,,Sustain Damage
Faction Technologies,MECH,"After a player whose command token is in your fleet pool activates this system, you may spend their token from your fleet pool to end their turn; they gain that token.",,,,,,"After a player whose command token is in your fleet pool activates this system, you may spend their token from your fleet pool to end their turn; they gain that token."
Faction Technologies,AGENT,Jae Mir Kan,,,,,,Jae Mir Kan:
Faction Technologies,AGENT,When you would spend a command token during the secondary ability of a strategic,,,,,,When you would spend a command token during the secondary ability of a strategic
Faction Technologies,AGENT,ACTION,,,,,,ACTION: You may exhaust this card to remove 1 of the active player's command tokens from the board and use it instead.
Faction Technologies,COMMANDER,Il Na Viroset,,,,,,Il Na Viroset:
Faction Technologies,COMMANDER,Unlock,,,,,,Unlock: Have 2 other factions' command tokens in your fleet pool.
Faction Technologies,COMMANDER,"During your tactical actions, you can activate systems that contain your command tokens. If you do, return both command tokens to your reinforcements and end your turn.",,,,,,"During your tactical actions, you can activate systems that contain your command tokens. If you do, return both command tokens to your reinforcements and end your turn."
Faction Technologies,HERO,Airo Shir Aur,,,,,,Airo Shir Aur:
Faction Technologies,HERO,Unlock,,,,,,Unlock: Have 3 scored objectives.
